Address From,Origin ID,Address To,Destination ID,Arrival Time,Date of Week,Open Period,Event Important Scale,Price Level,Rating,Driving,Transit,Biking,Walking,Duration,Distance,Minutes Ready
150 E San Fernando St  San Jose  CA 95112  USA,ChIJgbAiC7zMj4ARf9VjyD-BcOM,777 Story Rd  San Jose  CA 95122  USA,ChIJPfEd8tTMj4ARuPTeEOO-2UU,Mar 19 2019 - 20:00,3,Monday: 6:00 AM to 12:00 AM/Tuesday: 6:00 AM to 12:00 AM/Wednesday: 6:00 AM to 12:00 AM/Thursday: 6:00 AM to 12:00 AM/Friday: 6:00 AM to 12:00 AM/Saturday: 6:00 AM to 12:00 AM/Sunday: 6:00 AM to 12:00 AM,3.0,1,3.7,1,-1,-1,-1,9,2,41
